origin,sector,model,observed_defaulted,observed_obligors,observed_rate,predicted_rate,log_score
2011-01-31,Energy,B0 = Binomial-best static baseline,76,21092,0.003603261900246539,0.004975813150479665,-7.5244598083906595
2011-01-31,Energy,B1 = Beta-Binomial-best static baseline,76,21092,0.003603261900246539,0.004975813150479665,-4.954849235830636
2011-01-31,Finance,B0 = Binomial-best static baseline,102,21870,0.004663923182441701,0.005521040909623725,-4.774782592143083
2011-01-31,Finance,B1 = Beta-Binomial-best static baseline,102,21870,0.004663923182441701,0.005521040909623725,-4.738829369716541
2011-01-31,Healthcare,B0 = Binomial-best static baseline,35,21932,0.0015958416925041035,0.0022443824758015788,-4.990594135435337
2011-01-31,Healthcare,B1 = Beta-Binomial-best static baseline,35,21932,0.0015958416925041035,0.0022443824758015788,-3.9917855434218836
2011-01-31,Technology,B0 = Binomial-best static baseline,53,23017,0.002302645870443585,0.002470034012986777,-3.038426986713226
2011-01-31,Technology,B1 = Beta-Binomial-best static baseline,53,23017,0.002302645870443585,0.0024700340129867773,-3.9293104178926797
2011-01-31,Utilities,B0 = Binomial-best static baseline,49,23922,0.0020483237187526124,0.002216686370545516,-3.0228422426991415
2011-01-31,Utilities,B1 = Beta-Binomial-best static baseline,49,23922,0.0020483237187526124,0.002216686370545516,-3.9577277412216745
2011-01-31,Basic Materials,B2 = One-factor dynamic common-eps model,70,19586,0.0035739814152966403,0.0034706763334354475,-3.0725093014088145
2011-01-31,Capital Goods,B2 = One-factor dynamic common-eps model,69,20510,0.003364212579229644,0.004392816512270437,-5.735485648645437
2011-01-31,Consumer,B2 = One-factor dynamic common-eps model,55,20408,0.0026950215601724815,0.0029806938455507644,-3.2123614158536213
2011-01-31,Energy,B2 = One-factor dynamic common-eps model,76,21092,0.003603261900246539,0.005283361780137809,-9.46321946006735
2011-01-31,Finance,B2 = One-factor dynamic common-eps model,102,21870,0.004663923182441701,0.006013717421124829,-6.842954925853093
2011-01-31,Healthcare,B2 = One-factor dynamic common-eps model,35,21932,0.0015958416925041035,0.0023542464587512917,-5.729170010928307
2011-01-31,Technology,B2 = One-factor dynamic common-eps model,53,23017,0.002302645870443585,0.002711474127818569,-3.654451573605236
2011-01-31,Utilities,B2 = One-factor dynamic common-eps model,49,23922,0.0020483237187526124,0.002396120725691832,-3.5023383384221916
2011-01-31,Basic Materials,B3 = Two-factor dynamic common-eps model,70,19586,0.0035739814152966403,0.0035059055788148,-3.05549399211894
2011-01-31,Capital Goods,B3 = Two-factor dynamic common-eps model,69,20510,0.003364212579229644,0.004284901673980173,-5.236222052560976
2011-01-31,Consumer,B3 = Two-factor dynamic common-eps model,55,20408,0.0026950215601724815,0.0029508036064288513,-3.1565168713520535
2011-01-31,Energy,B3 = Two-factor dynamic common-eps model,76,21092,0.003603261900246539,0.005174789809722485,-8.747531200692492
2011-01-31,Finance,B3 = Two-factor dynamic common-eps model,102,21870,0.004663923182441701,0.005914037494284408,-6.364966220790308
2011-01-31,Healthcare,B3 = Two-factor dynamic common-eps model,35,21932,0.0015958416925041035,0.002722353942488905,-8.725463709816417
2011-01-31,Technology,B3 = Two-factor dynamic common-eps model,53,23017,0.002302645870443585,0.002741017508797845,-3.760392158907237
2011-01-31,Utilities,B3 = Two-factor dynamic common-eps model,49,23922,0.0020483237187526124,0.0023700638185213054,-3.414570796383579
2011-07-31,Basic Materials,B0 = Binomial-best static baseline,59,18848,0.0031303056027164686,0.003195397211772516,-2.970173551246475
2011-07-31,Basic Materials,B1 = Beta-Binomial-best static baseline,59,18848,0.0031303056027164686,0.003195397211772516,-4.150870052646667
2011-07-31,Capital Goods,B0 = Binomial-best static baseline,69,19924,0.0034631600080305158,0.00396902801217847,-3.7094944887405603
2011-07-31,Capital Goods,B1 = Beta-Binomial-best static baseline,69,19924,0.0034631600080305158,0.00396902801217847,-4.279887828233029
2011-07-31,Consumer,B0 = Binomial-best static baseline,51,20128,0.002533783783783784,0.0027375957753551583,-3.0422809971209546
2011-07-31,Consumer,B1 = Beta-Binomial-best static baseline,51,20128,0.002533783783783784,0.002737595775355158,-3.6090928054219944
2011-07-31,Energy,B0 = Binomial-best static baseline,79,20819,0.0037946106921562034,0.0049296846641140035,-6.073631303446561
2011-07-31,Energy,B1 = Beta-Binomial-best static baseline,79,20819,0.0037946106921562034,0.0049296846641140035,-4.949437061257413
2011-07-31,Finance,B0 = Binomial-best static baseline,70,21227,0.0032976869081829743,0.005518986962610174,-14.198769093484046
2011-07-31,Finance,B1 = Beta-Binomial-best static baseline,70,21227,0.0032976869081829743,0.005518986962610174,-4.986907037332969
2011-07-31,Healthcare,B0 = Binomial-best static baseline,39,21777,0.0017908802865408459,0.002226906653694395,-3.7510389435237244
2011-07-31,Healthcare,B1 = Beta-Binomial-best static baseline,39,21777,0.0017908802865408459,0.002226906653694395,-3.947854385652704
2011-07-31,Technology,B0 = Binomial-best static baseline,48,23339,0.00205664338660611,0.0025075085562617865,-3.8660734041025293
2011-07-31,Technology,B1 = Beta-Binomial-best static baseline,48,23339,0.00205664338660611,0.0025075085562617865,-3.9398983963745877
2011-07-31,Utilities,B0 = Binomial-best static baseline,49,24500,0.002,0.0022227476944904232,-3.1492254096285706
2011-07-31,Utilities,B1 = Beta-Binomial-best static baseline,49,24500,0.002,0.0022227476944904232,-3.9246619693068965
2011-07-31,Basic Materials,B2 = One-factor dynamic common-eps model,59,18848,0.0031303056027164686,0.0037224108658743633,-3.899654367116071
2011-07-31,Capital Goods,B2 = One-factor dynamic common-eps model,69,19924,0.0034631600080305158,0.004463628454794887,-5.467955025406653
2011-07-31,Consumer,B2 = One-factor dynamic common-eps model,51,20128,0.002533783783783784,0.0030311009538950716,-3.7578932770230864
2011-07-31,Energy,B2 = One-factor dynamic common-eps model,79,20819,0.0037946106921562034,0.005325423891637447,-8.223399131435826
2011-07-31,Finance,B2 = One-factor dynamic common-eps model,70,21227,0.0032976869081829743,0.006149086854791853,-20.040374160810757
2011-07-31,Healthcare,B2 = One-factor dynamic common-eps model,39,21777,0.0017908802865408459,0.002444015857709204,-4.85347363384404
2011-07-31,Technology,B2 = One-factor dynamic common-eps model,48,23339,0.00205664338660611,0.002766042532527815,-5.19336570598324
2011-07-31,Utilities,B2 = One-factor dynamic common-eps model,49,24500,0.002,0.002464081632653061,-4.013265015331882
2011-07-31,Basic Materials,B3 = Two-factor dynamic common-eps model,59,18848,0.0031303056027164686,0.003739211941143181,-3.9508149814893443
2011-07-31,Capital Goods,B3 = Two-factor dynamic common-eps model,69,19924,0.0034631600080305158,0.004298500970354012,-4.775920968094567
2011-07-31,Consumer,B3 = Two-factor dynamic common-eps model,51,20128,0.002533783783783784,0.003031432167461579,-3.758990717872422
2011-07-31,Energy,B3 = Two-factor dynamic common-eps model,79,20819,0.0037946106921562034,0.005486334598203564,-9.22714873984387
2011-07-31,Finance,B3 = Two-factor dynamic common-eps model,70,21227,0.0032976869081829743,0.006040734284951555,-18.978362280278134
2011-07-31,Healthcare,B3 = Two-factor dynamic common-eps model,39,21777,0.0017908802865408459,0.0026803508288561323,-6.404218822655643
2011-07-31,Technology,B3 = Two-factor dynamic common-eps model,48,23339,0.00205664338660611,0.002791036462573375,-5.345341697457087
2011-07-31,Utilities,B3 = Two-factor dynamic common-eps model,49,24500,0.002,0.0024174149659863947,-3.8063262192344354
2012-01-31,Basic Materials,B0 = Binomial-best static baseline,65,18606,0.003493496721487692,0.003188891955584807,-3.2689816372559477
2012-01-31,Basic Materials,B1 = Beta-Binomial-best static baseline,65,18606,0.003493496721487692,0.0031888919555848076,-4.282232483325288
2012-01-31,Capital Goods,B0 = Binomial-best static baseline,79,19327,0.004087545920215243,0.003924152037509201,-3.167779047343643
2012-01-31,Capital Goods,B1 = Beta-Binomial-best static baseline,79,19327,0.004087545920215243,0.003924152037509201,-4.365310542400721
2012-01-31,Consumer,B0 = Binomial-best static baseline,56,19807,0.002827283283687585,0.002695092830975289,-2.995047384125698
2012-01-31,Consumer,B1 = Beta-Binomial-best static baseline,56,19807,0.002827283283687585,0.0026950928309752895,-3.6796825176916172
2012-01-31,Energy,B0 = Binomial-best static baseline,96,20474,0.004688873693464882,0.0048672566371681415,-3.267717031081318
2012-01-31,Energy,B1 = Beta-Binomial-best static baseline,96,20474,0.004688873693464882,0.0048672566371681415,-5.058415865978759
2012-01-31,Finance,B0 = Binomial-best static baseline,101,21028,0.004803119649990489,0.005453563714902808,-4.0795569676785135
2012-01-31,Finance,B1 = Beta-Binomial-best static baseline,101,21028,0.004803119649990489,0.005453563714902808,-4.666227164802535
2012-01-31,Healthcare,B0 = Binomial-best static baseline,50,22037,0.0022689113763216407,0.0021950585175552666,-2.90261777252978
2012-01-31,Healthcare,B1 = Beta-Binomial-best static baseline,50,22037,0.0022689113763216407,0.0021950585175552666,-4.08697180972041
2012-01-31,Technology,B0 = Binomial-best static baseline,70,23797,0.002941547253855528,0.002457101425924434,-4.114080354085566
2012-01-31,Technology,B1 = Beta-Binomial-best static baseline,70,23797,0.002941547253855528,0.002457101425924434,-4.32354857906023
2012-01-31,Utilities,B0 = Binomial-best static baseline,58,25153,0.0023058879656502208,0.002203615357154448,-3.00836736220856
2012-01-31,Utilities,B1 = Beta-Binomial-best static baseline,58,25153,0.0023058879656502208,0.002203615357154448,-4.060652577322799
2012-01-31,Basic Materials,B2 = One-factor dynamic common-eps model,65,18606,0.003493496721487692,0.0035382851409939443,-3.010979804033269
2012-01-31,Capital Goods,B2 = One-factor dynamic common-eps model,79,19327,0.004087545920215243,0.004170504130663493,-3.118789415301123
2012-01-31,Consumer,B2 = One-factor dynamic common-eps model,56,19807,0.002827283283687585,0.003004156779589707,-3.037214909322202
2012-01-31,Energy,B2 = One-factor dynamic common-eps model,96,20474,0.004688873693464882,0.004999023151313862,-3.4018087377504855
2012-01-31,Finance,B2 = One-factor dynamic common-eps model,101,21028,0.004803119649990489,0.005918140891509733,-5.60029844784502
2012-01-31,Healthcare,B2 = One-factor dynamic common-eps model,50,22037,0.0022689113763216407,0.0023304745049991683,-2.89360194316653
2012-01-31,Technology,B2 = One-factor dynamic common-eps model,70,23797,0.002941547253855528,0.0027206510624588538,-3.2513347217394966
2012-01-31,Utilities,B2 = One-factor dynamic common-eps model,58,25153,0.0023058879656502208,0.002370558846525928,-2.9718882640745363
2012-01-31,Basic Materials,B3 = Two-factor dynamic common-eps model,65,18606,0.003493496721487692,0.003561754272815221,-3.017955562596981
2012-01-31,Capital Goods,B3 = Two-factor dynamic common-eps model,79,19327,0.004087545920215243,0.004200858902054121,-3.1325994406982005
2012-01-31,Consumer,B3 = Two-factor dynamic common-eps model,56,19807,0.002827283283687585,0.002893589808316925,-2.9468942629376187
2012-01-31,Energy,B3 = Two-factor dynamic common-eps model,96,20474,0.004688873693464882,0.005200091172544039,-3.7345457705936553
2012-01-31,Finance,B3 = Two-factor dynamic common-eps model,101,21028,0.004803119649990489,0.005780705091623867,-5.080423288949902
2012-01-31,Healthcare,B3 = Two-factor dynamic common-eps model,50,22037,0.0022689113763216407,0.002503365551874877,-3.12595972073197
2012-01-31,Technology,B3 = Two-factor dynamic common-eps model,70,23797,0.002941547253855528,0.0026994999369668446,-3.294444800058713
2012-01-31,Utilities,B3 = Two-factor dynamic common-eps model,58,25153,0.0023058879656502208,0.002353198425635113,-2.9615140608220187
2012-07-31,Basic Materials,B0 = Binomial-best static baseline,82,18297,0.004481609006941029,0.0031903855423655422,-7.377771221478717
2012-07-31,Basic Materials,B1 = Beta-Binomial-best static baseline,82,18297,0.004481609006941029,0.0031903855423655422,-4.831390196652478
2012-07-31,Capital Goods,B0 = Binomial-best static baseline,83,18912,0.004388747884940778,0.003929618768328446,-3.6177440285871114
2012-07-31,Capital Goods,B1 = Beta-Binomial-best static baseline,83,18912,0.004388747884940778,0.003929618768328446,-4.426342332181207
2012-07-31,Consumer,B0 = Binomial-best static baseline,43,19881,0.002162869070972285,0.0027222347038118773,-4.033507291281509
2012-07-31,Consumer,B1 = Beta-Binomial-best static baseline,43,19881,0.002162869070972285,0.002722234703811877,-3.743582540986381
2012-07-31,Energy,B0 = Binomial-best static baseline,144,20669,0.006966955343751512,0.004844380590711207,-11.89993454354574
2012-07-31,Energy,B1 = Beta-Binomial-best static baseline,144,20669,0.006966955343751512,0.004844380590711207,-5.630876240854377
2012-07-31,Finance,B0 = Binomial-best static baseline,153,21267,0.007194244604316547,0.005355439551863478,-9.522185034092047
2012-07-31,Finance,B1 = Beta-Binomial-best static baseline,153,21267,0.007194244604316547,0.005355439551863477,-5.348845073890516
2012-07-31,Healthcare,B0 = Binomial-best static baseline,65,22628,0.0028725472865476403,0.002195180626278016,-5.164492702669662
2012-07-31,Healthcare,B1 = Beta-Binomial-best static baseline,65,22628,0.0028725472865476403,0.002195180626278016,-4.499831545738573
2012-07-31,Technology,B0 = Binomial-best static baseline,75,24296,0.0030869278893645045,0.002473529041362185,-4.793479488580118
2012-07-31,Technology,B1 = Beta-Binomial-best static baseline,75,24296,0.0030869278893645045,0.0024735290413621853,-4.448407950085425
2012-07-31,Utilities,B0 = Binomial-best static baseline,63,25873,0.0024349708190005022,0.0022057217733129505,-3.2893694351804044
2012-07-31,Utilities,B1 = Beta-Binomial-best static baseline,63,25873,0.0024349708190005022,0.0022057217733129505,-4.152052624195846
2012-07-31,Basic Materials,B2 = One-factor dynamic common-eps model,82,18297,0.004481609006941029,0.0037501594068244334,-4.353720095555474
2012-07-31,Capital Goods,B2 = One-factor dynamic common-eps model,83,18912,0.004388747884940778,0.004516356457980823,-3.1617381372848996
2012-07-31,Consumer,B2 = One-factor dynamic common-eps model,43,19881,0.002162869070972285,0.003053166339721342,-5.684320811205922
2012-07-31,Energy,B2 = One-factor dynamic common-eps model,144,20669,0.006966955343751512,0.005197638976244618,-9.051699597797537
2012-07-31,Finance,B2 = One-factor dynamic common-eps model,153,21267,0.007194244604316547,0.006133446184229088,-5.290395278491019
2012-07-31,Healthcare,B2 = One-factor dynamic common-eps model,65,22628,0.0028725472865476403,0.002411613929644688,-3.947080094394366
2012-07-31,Technology,B2 = One-factor dynamic common-eps model,75,24296,0.0030869278893645045,0.0028085555921413675,-3.402813028469822
2012-07-31,Utilities,B2 = One-factor dynamic common-eps model,63,25873,0.0024349708190005022,0.0024588051894510366,-2.9936155677646425
2012-07-31,Basic Materials,B3 = Two-factor dynamic common-eps model,82,18297,0.004481609006941029,0.003686396677050883,-4.594155210275858
2012-07-31,Capital Goods,B3 = Two-factor dynamic common-eps model,83,18912,0.004388747884940778,0.004335342639593908,-3.1333862445763714
2012-07-31,Consumer,B3 = Two-factor dynamic common-eps model,43,19881,0.002162869070972285,0.0030110826081853697,-5.443743658718645
2012-07-31,Energy,B3 = Two-factor dynamic common-eps model,144,20669,0.006966955343751512,0.005317302885158128,-8.243094944633796
2012-07-31,Finance,B3 = Two-factor dynamic common-eps model,153,21267,0.007194244604316547,0.005826084230654692,-6.627698825987039
2012-07-31,Healthcare,B3 = Two-factor dynamic common-eps model,65,22628,0.0028725472865476403,0.0025687938247598843,-3.3982668568833816
2012-07-31,Technology,B3 = Two-factor dynamic common-eps model,75,24296,0.0030869278893645045,0.002817061793436505,-3.3826155704225727
2012-07-31,Utilities,B3 = Two-factor dynamic common-eps model,63,25873,0.0024349708190005022,0.002445664077094526,-2.9912168801272614
2013-01-31,Basic Materials,B0 = Binomial-best static baseline,79,17958,0.004399153580576902,0.0032111951076498066,-6.64862141574379
2013-01-31,Basic Materials,B1 = Beta-Binomial-best static baseline,79,17958,0.004399153580576902,0.0032111951076498066,-4.739271919984105
2013-01-31,Capital Goods,B0 = Binomial-best static baseline,87,18674,0.004658884009853272,0.003936057909817524,-4.325233106628517
2013-01-31,Capital Goods,B1 = Beta-Binomial-best static baseline,87,18674,0.004658884009853272,0.003936057909817524,-4.513129819920437
2013-01-31,Consumer,B0 = Binomial-best static baseline,53,19774,0.002680287245878426,0.0027045471779187625,-2.9064787022435823
2013-01-31,Consumer,B1 = Beta-Binomial-best static baseline,53,19774,0.002680287245878426,0.002704547177918763,-3.610044420449526
2013-01-31,Energy,B0 = Binomial-best static baseline,159,21302,0.007464087879072387,0.004854537983103143,-16.33458430447682
2013-01-31,Energy,B1 = Beta-Binomial-best static baseline,159,21302,0.007464087879072387,0.004854537983103143,-5.803898045771007
2013-01-31,Finance,B0 = Binomial-best static baseline,175,22083,0.007924647919213875,0.0054077931117565954,-14.862449404158724
2013-01-31,Finance,B1 = Beta-Binomial-best static baseline,175,22083,0.007924647919213875,0.005407793111756595,-5.693985042306281
2013-01-31,Healthcare,B0 = Binomial-best static baseline,77,23337,0.003299481510048421,0.002200301534734482,-8.651003352228322
2013-01-31,Healthcare,B1 = Beta-Binomial-best static baseline,77,23337,0.003299481510048421,0.002200301534734482,-4.9314431798686655
2013-01-31,Technology,B0 = Binomial-best static baseline,69,24962,0.0027642015864113452,0.0024929361628055167,-3.3924628434546875
2013-01-31,Technology,B1 = Beta-Binomial-best static baseline,69,24962,0.0027642015864113452,0.0024929361628055167,-4.262596135891613
2013-01-31,Utilities,B0 = Binomial-best static baseline,63,26510,0.0023764617125612976,0.0022113339114206245,-3.150521185763793
2013-01-31,Utilities,B1 = Beta-Binomial-best static baseline,63,26510,0.0023764617125612976,0.002211333911420624,-4.101636595489424
2013-01-31,Basic Materials,B2 = One-factor dynamic common-eps model,79,17958,0.004399153580576902,0.0035653562015072206,-4.737152959749551
2013-01-31,Capital Goods,B2 = One-factor dynamic common-eps model,87,18674,0.004658884009853272,0.004320445539252437,-3.3929040907761276
2013-01-31,Consumer,B2 = One-factor dynamic common-eps model,53,19774,0.002680287245878426,0.0029658474090556624,-3.1861323291235593
2013-01-31,Energy,B2 = One-factor dynamic common-eps model,159,21302,0.007464087879072387,0.005050542985009233,-14.205834010702816
2013-01-31,Finance,B2 = One-factor dynamic common-eps model,175,22083,0.007924647919213875,0.0058182010294495,-11.103163411991915
2013-01-31,Healthcare,B2 = One-factor dynamic common-eps model,77,23337,0.003299481510048421,0.002374769679050435,-6.842871462023261
2013-01-31,Technology,B2 = One-factor dynamic common-eps model,69,24962,0.0027642015864113452,0.002773282055390861,-3.0361880226314923
2013-01-31,Utilities,B2 = One-factor dynamic common-eps model,63,26510,0.0023764617125612976,0.002406010310574626,-2.995480534312499
2013-01-31,Basic Materials,B3 = Two-factor dynamic common-eps model,79,17958,0.004399153580576902,0.0037775179121654233,-3.9779180041382034
2013-01-31,Capital Goods,B3 = Two-factor dynamic common-eps model,87,18674,0.004658884009853272,0.004382563992717147,-3.3105854283856786
2013-01-31,Consumer,B3 = Two-factor dynamic common-eps model,53,19774,0.002680287245878426,0.0030025960014834294,-3.2603545266425584
2013-01-31,Energy,B3 = Two-factor dynamic common-eps model,159,21302,0.007464087879072387,0.0053552092135323755,-11.367814030121139
2013-01-31,Finance,B3 = Two-factor dynamic common-eps model,175,22083,0.007924647919213875,0.0057825778502317016,-11.392946095361822
2013-01-31,Healthcare,B3 = Two-factor dynamic common-eps model,77,23337,0.003299481510048421,0.002555169901872563,-5.411543192670024
2013-01-31,Technology,B3 = Two-factor dynamic common-eps model,69,24962,0.0027642015864113452,0.00282402585262933,-3.0517905999570303
2013-01-31,Utilities,B3 = Two-factor dynamic common-eps model,63,26510,0.0023764617125612976,0.002425248333962027,-3.0037671721036077
2013-07-31,Basic Materials,B0 = Binomial-best static baseline,59,17890,0.0032979318054779205,0.003280183963967388,-2.9583282378621405
2013-07-31,Basic Materials,B1 = Beta-Binomial-best static baseline,59,17890,0.0032979318054779205,0.003280183963967388,-4.1643446512266
2013-07-31,Capital Goods,B0 = Binomial-best static baseline,97,18928,0.005124683009298394,0.00396123235103509,-6.1744657349298535
2013-07-31,Capital Goods,B1 = Beta-Binomial-best static baseline,97,18928,0.005124683009298394,0.00396123235103509,-4.79650521296378
2013-07-31,Consumer,B0 = Binomial-best static baseline,62,19836,0.0031256301673724543,0.0026834784851241197,-3.67007355598939
2013-07-31,Consumer,B1 = Beta-Binomial-best static baseline,62,19836,0.0031256301673724543,0.0026834784851241197,-3.9099082520563115
2013-07-31,Energy,B0 = Binomial-best static baseline,153,21546,0.007101086048454469,0.0049917531937478795,-11.958123733908593
2013-07-31,Energy,B1 = Beta-Binomial-best static baseline,153,21546,0.007101086048454469,0.0049917531937478795,-5.661610348178556
2013-07-31,Finance,B0 = Binomial-best static baseline,176,22825,0.0077108433734939755,0.005481761916452392,-12.730437408077648
2013-07-31,Finance,B1 = Beta-Binomial-best static baseline,176,22825,0.0077108433734939755,0.005481761916452392,-5.594159546308447
2013-07-31,Healthcare,B0 = Binomial-best static baseline,68,24001,0.002833215282696554,0.00224279324055666,-4.752902766048628
2013-07-31,Healthcare,B1 = Beta-Binomial-best static baseline,68,24001,0.002833215282696554,0.00224279324055666,-4.487969174530917
2013-07-31,Technology,B0 = Binomial-best static baseline,56,25683,0.0021804306350504225,0.0025181525563290666,-3.5430164146620484
2013-07-31,Technology,B1 = Beta-Binomial-best static baseline,56,25683,0.0021804306350504225,0.0025181525563290666,-4.105010767866247
2013-07-31,Utilities,B0 = Binomial-best static baseline,58,27238,0.0021293780747485133,0.0022228444903768154,-3.0039404447823372
2013-07-31,Utilities,B1 = Beta-Binomial-best static baseline,58,27238,0.0021293780747485133,0.0022228444903768154,-3.962919466909568
2013-07-31,Basic Materials,B2 = One-factor dynamic common-eps model,59,17890,0.0032979318054779205,0.0037663499161542757,-3.503600928400971
2013-07-31,Capital Goods,B2 = One-factor dynamic common-eps model,97,18928,0.005124683009298394,0.0044079318117779655,-4.25711988018584
2013-07-31,Consumer,B2 = One-factor dynamic common-eps model,62,19836,0.0031256301673724543,0.0029819520064529137,-3.0500731807940795
2013-07-31,Energy,B2 = One-factor dynamic common-eps model,153,21546,0.007101086048454469,0.005398527182152913,-8.719820220607701
2013-07-31,Finance,B2 = One-factor dynamic common-eps model,176,22825,0.0077108433734939755,0.006107484483388098,-7.961466941979012
2013-07-31,Healthcare,B2 = One-factor dynamic common-eps model,68,24001,0.002833215282696554,0.0024604530366790275,-3.6760410087352398
2013-07-31,Technology,B2 = One-factor dynamic common-eps model,56,25683,0.0021804306350504225,0.002845851341354203,-5.112679444825957
2013-07-31,Utilities,B2 = One-factor dynamic common-eps model,58,27238,0.0021293780747485133,0.0024053405781139093,-3.3992671648876325
2013-07-31,Basic Materials,B3 = Two-factor dynamic common-eps model,59,17890,0.0032979318054779205,0.0038200111794298493,-3.629404663902207
2013-07-31,Capital Goods,B3 = Two-factor dynamic common-eps model,97,18928,0.005124683009298394,0.00432410538179769,-4.5340944121961115
2013-07-31,Consumer,B3 = Two-factor dynamic common-eps model,62,19836,0.0031256301673724543,0.0029281777240034953,-3.111854415434287
2013-07-31,Energy,B3 = Two-factor dynamic common-eps model,153,21546,0.007101086048454469,0.005418484482811969,-8.584520241718693
2013-07-31,Finance,B3 = Two-factor dynamic common-eps model,176,22825,0.0077108433734939755,0.005760350492880613,-10.35122912745453
2013-07-31,Healthcare,B3 = Two-factor dynamic common-eps model,68,24001,0.002833215282696554,0.002619057539269197,-3.2336929478321466
2013-07-31,Technology,B3 = Two-factor dynamic common-eps model,56,25683,0.0021804306350504225,0.0028073044426274187,-4.8857387409494635
2013-07-31,Utilities,B3 = Two-factor dynamic common-eps model,58,27238,0.0021293780747485133,0.0024350784443302248,-3.4968303229175604
2014-01-31,Basic Materials,B0 = Binomial-best static baseline,64,17921,0.0035712292840801296,0.0032896066806582156,-3.2087271908636197
2014-01-31,Basic Materials,B1 = Beta-Binomial-best static baseline,64,17921,0.0035712292840801296,0.0032896066806582156,-4.247318688073165
2014-01-31,Capital Goods,B0 = Binomial-best static baseline,116,19404,0.0059781488352916926,0.003983600667807857,-11.717302093138073
2014-01-31,Capital Goods,B1 = Beta-Binomial-best static baseline,116,19404,0.0059781488352916926,0.003983600667807858,-5.364211434012645
2014-01-31,Consumer,B0 = Binomial-best static baseline,66,20390,0.0032368808239333006,0.002702930421448191,-4.027133478241822
2014-01-31,Consumer,B1 = Beta-Binomial-best static baseline,66,20390,0.0032368808239333006,0.002702930421448191,-4.063765531743741
2014-01-31,Energy,B0 = Binomial-best static baseline,162,21871,0.0074070687211375795,0.005034753741214306,-14.179903321413903
2014-01-31,Energy,B1 = Beta-Binomial-best static baseline,162,21871,0.0074070687211375795,0.005034753741214306,-5.75113728770873
2014-01-31,Finance,B0 = Binomial-best static baseline,184,23299,0.007897334649555774,0.005580986628691444,-13.494599385581154
2014-01-31,Finance,B1 = Beta-Binomial-best static baseline,184,23299,0.007897334649555774,0.005580986628691444,-5.652170823624829
2014-01-31,Healthcare,B0 = Binomial-best static baseline,55,24900,0.0022088353413654616,0.002277160381004887,-2.9488552741772267
2014-01-31,Healthcare,B1 = Beta-Binomial-best static baseline,55,24900,0.0022088353413654616,0.002277160381004887,-4.147672972588623
2014-01-31,Technology,B0 = Binomial-best static baseline,56,25961,0.00215708177651092,0.002512468594142573,-3.6193316013958707
2014-01-31,Technology,B1 = Beta-Binomial-best static baseline,56,25961,0.00215708177651092,0.002512468594142573,-4.108432990133622
2014-01-31,Utilities,B0 = Binomial-best static baseline,54,27904,0.0019352064220183487,0.0022235007351449304,-3.4608132118374684
2014-01-31,Utilities,B1 = Beta-Binomial-best static baseline,54,27904,0.0019352064220183487,0.0022235007351449304,-3.96513412479851
2014-01-31,Basic Materials,B2 = One-factor dynamic common-eps model,64,17921,0.0035712292840801296,0.0038178673065119135,-3.1443863113178168
2014-01-31,Capital Goods,B2 = One-factor dynamic common-eps model,116,19404,0.0059781488352916926,0.004609015323301038,-6.916286374310744
2014-01-31,Consumer,B2 = One-factor dynamic common-eps model,66,20390,0.0032368808239333006,0.003098414255353932,-3.0757709061085876
2014-01-31,Energy,B2 = One-factor dynamic common-eps model,162,21871,0.0074070687211375795,0.005634858945635773,-9.035045568720946
2014-01-31,Finance,B2 = One-factor dynamic common-eps model,184,23299,0.007897334649555774,0.0062476215002074485,-8.23385531257037
2014-01-31,Healthcare,B2 = One-factor dynamic common-eps model,55,24900,0.0022088353413654616,0.0025119143239625166,-3.3989409015575305
2014-01-31,Technology,B2 = One-factor dynamic common-eps model,56,25961,0.00215708177651092,0.002900504603058434,-5.656023002781623
2014-01-31,Utilities,B2 = One-factor dynamic common-eps model,54,27904,0.0019352064220183487,0.0024741972477064222,-4.69015973517611
2014-01-31,Basic Materials,B3 = Two-factor dynamic common-eps model,64,17921,0.0035712292840801296,0.003954578427543106,-3.3435109308219353
2014-01-31,Capital Goods,B3 = Two-factor dynamic common-eps model,116,19404,0.0059781488352916926,0.004530509173366316,-7.387977300036567
2014-01-31,Consumer,B3 = Two-factor dynamic common-eps model,66,20390,0.0032368808239333006,0.002976295569723721,-3.240196573360265
2014-01-31,Energy,B3 = Two-factor dynamic common-eps model,162,21871,0.0074070687211375795,0.005644917927849664,-8.96572057951002
2014-01-31,Finance,B3 = Two-factor dynamic common-eps model,184,23299,0.007897334649555774,0.005975363749517146,-10.10019744094177
2014-01-31,Healthcare,B3 = Two-factor dynamic common-eps model,55,24900,0.0022088353413654616,0.0026929049531459167,-4.080740135327915
2014-01-31,Technology,B3 = Two-factor dynamic common-eps model,56,25961,0.00215708177651092,0.0029087220574451423,-5.711086321350024
2014-01-31,Utilities,B3 = Two-factor dynamic common-eps model,54,27904,0.0019352064220183487,0.002433103975535168,-4.447299957681864
2014-07-31,Basic Materials,B0 = Binomial-best static baseline,67,18239,0.003673447009156204,0.0032813139491431925,-3.4333778694709167
2014-07-31,Basic Materials,B1 = Beta-Binomial-best static baseline,67,18239,0.003673447009156204,0.0032813139491431925,-4.283917971734127
2014-07-31,Capital Goods,B0 = Binomial-best static baseline,115,19513,0.00589350689284067,0.0040362410163833915,-10.613957682553831
